id,postcode,latitude,longitude
725123,NE9 7LH,54.92712809,-1.572247948
725124,NE9 7LJ,54.92860848,-1.571576854
725125,NE9 6DG,54.92124058,-1.595463459
725126,NE9 6DH,54.93700512,-1.604248
725127,NE9 6DJ,54.93589938,-1.604290733
725128,NE9 6DL,54.9354879,-1.604872241
725129,NE9 6DN,54.93691865,-1.60546693
725130,NE9 6DP,54.93527911,-1.606996871
725131,NE9 6DQ,54.93638982,-1.608671675
725132,NE9 6DR,54.93435661,-1.607957879
725133,NE9 6DS,54.93440391,-1.608690943
725134,NE9 6DT,54.93716,-1.607510447
725135,NE9 6DX,54.93728923,-1.608912676
725136,NE9 6DY,54.93819677,-1.608888266
725137,NE9 6DZ,54.93538394,-1.608853115
725138,NE9 6EA,54.93900612,-1.609067721
725139,NE9 6EB,54.93514053,-1.600318347
725140,NE9 6EE,54.93527791,-1.609416004
725141,NE9 6EG,54.92187003,-1.598296721
725142,NE9 6EH,54.93379436,-1.600972
725143,NE9 6EJ,54.93494247,-1.60021106
725144,NE9 6EL,54.93426476,-1.601809676
725145,NE9 6EN,54.93389686,-1.604731761
725146,NE9 6EP,54.93391919,-1.603311332
725147,NE9 6EQ,54.9341387,-1.601732886
725148,NE9 6ER,54.93336395,-1.60114749
725149,NE9 6ES,54.93288692,-1.600918112
725150,NE9 6ET,54.9329487,-1.603320876
725151,NE9 6EU,54.93303552,-1.605145968
725152,NE9 6EX,54.93349817,-1.603721243
725153,NE9 6EY,54.93220467,-1.606652281
725154,NE9 6GA,54.9364099,-1.582278893
725155,NE9 6GB,54.9379646,-1.577096444
725156,NE9 6GD,54.93758005,-1.577631154
725157,NE9 6GE,54.93752974,-1.576086476
725158,NE9 6HA,54.93479613,-1.607703894
725159,NE9 6HB,54.93323416,-1.608218492
725160,NE9 6HD,54.93322221,-1.607297829
725161,NE9 6HE,54.93435743,-1.605429557
725162,NE9 6HF,54.92745178,-1.604155138
725163,NE9 6HG,54.92190923,-1.593865344
725164,NE9 6HH,54.93479506,-1.604598102
725165,NE9 6HJ,54.93498813,-1.603598
725166,NE9 6HL,54.93485155,-1.602631057
725167,NE9 6HN,54.93566836,-1.602342076
725168,NE9 6HP,54.93511603,-1.601067734
725169,NE9 6HQ,54.93278694,-1.606084777
725170,NE9 6HR,54.93239791,-1.605277058
725171,NE9 6HT,54.93044065,-1.597587161
725172,NE9 6HU,54.936236,-1.599978129
725173,NE9 6HW,54.93259359,-1.607428798
725174,NE9 6HX,54.93488722,-1.599805823
725175,NE9 6HY,54.932872,-1.598843
725176,NE9 6HZ,54.93335728,-1.599118711
725177,NE9 6JA,54.93173691,-1.598260887
725178,NE9 6JB,54.92998149,-1.597186
725179,NE9 6JD,54.9306666,-1.597975043
725180,NE9 6JE,54.92974598,-1.599482308
725181,NE9 6JF,54.92849558,-1.604581825
725182,NE9 6JG,54.9219512,-1.595674763
725183,NE9 6JH,54.928426,-1.602242
725184,NE9 6JJ,54.92758782,-1.601781956
725185,NE9 6JL,54.92717497,-1.601942072
725186,NE9 6JN,54.92642259,-1.602698479
725187,NE9 6JP,54.92715143,-1.602863
725188,NE9 6JQ,54.9302521,-1.597635858
725189,NE9 6JR,54.92660435,-1.603320844
725190,NE9 6JS,54.92562705,-1.604001403
725191,NE9 6JT,54.92632456,-1.605710972
725192,NE9 6JU,54.92490995,-1.604554554
725193,NE9 6JW,54.93411319,-1.59943894
725194,NE9 6JX,54.92607062,-1.604995684
725195,NE9 6JY,54.92728591,-1.605654763
725196,NE9 6JZ,54.93411319,-1.599565
725197,NE9 6LA,54.9268042,-1.606751749
725198,NE9 6LB,54.92427214,-1.605061
725199,NE9 6LD,54.91872143,-1.591884919
725200,NE9 6LE,54.928861,-1.606061
725201,NE9 6LG,54.9209846,-1.594155481
725202,NE9 6LH,54.91946968,-1.592595003
725204,NE9 6LS,54.91944894,-1.591768354
725205,NE9 6LT,54.92081915,-1.593049428
725206,NE9 6LU,54.92013501,-1.592697496
725207,NE9 6LW,54.92081915,-1.593049428
725208,NE9 6LX,54.93035683,-1.588646138
725209,NE9 6LY,54.928477,-1.587994
725210,NE9 6LZ,54.92013501,-1.592697496
725211,NE9 6NA,54.9294245,-1.586658208
725212,NE9 6NB,54.92986668,-1.584562587
725213,NE9 6ND,54.92907367,-1.58391535
725214,NE9 6NE,54.92843466,-1.586262631
725215,NE9 6NF,54.92123392,-1.593466494
725216,NE9 6NG,54.91977844,-1.593559163
725217,NE9 6NH,54.92882691,-1.585337928
725218,NE9 6NJ,54.92873832,-1.585713352
725219,NE9 6NL,54.92866951,-1.58661913
725220,NE9 6NN,54.93041254,-1.589176153
725221,NE9 6NP,54.92843477,-1.588946621
725222,NE9 6NQ,54.92909454,-1.590063447
725223,NE9 6NR,54.92847419,-1.589976124
